OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,sum.groupmeans,FDR.q.value,Taxonomy
Otu128,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);
Otu129,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Sporobacter(100);
Otu134,6.40E-05,0,6.40E-05,0.000113,0,7.70E-05,0.667419,2.000006,1,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Reyranella(100);Reyranella_unclassified(100);
Otu141,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Pasteurella(100);
Otu142,9.70E-05,0,6.70E-05,7.50E-05,0,7.50E-05,1,2.000006,1,Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Leuconostocaceae(100);Leuconostoc(100);
Otu144,0.000129,0,9.70E-05,7.50E-05,0,7.50E-05,0.692999,2.000006,1,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Alcaligenaceae_unclassified(100);
Otu150,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Aeromonadales(100);Succinivibrionaceae(100);Succinivibrionaceae_unclassified(100);
Otu152,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Eggerthella(100);
Otu153,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Psychrobacter(100);
Otu155,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Stenotrophomonas(100);
Otu157,3.20E-05,0,3.20E-05,3.80E-05,0,3.80E-05,1,2.000006,1,Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Faecalitalea(100);
Otu162,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Spirochaetes(100);Spirochaetia(100);Spirochaetales(100);Spirochaetales_unclassified(100);Spirochaetales_unclassified(100);
Otu169,3.20E-05,0,3.20E-05,3.80E-05,0,3.80E-05,1,2.000006,1,Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae_1(100);Bacillus(100);
Otu172,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Lentisphaerae(100);Oligosphaeria(100);Oligosphaerales(100);Oligosphaeraceae(100);Oligosphaera(100);
Otu184,3.20E-05,0,3.20E-05,3.80E-05,0,3.80E-05,1,2.000006,1,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Methylobacteriaceae(100);Methylobacterium(100);
Otu192,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(100);Planococcaceae_unclassified(100);
Otu203,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);
Otu205,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Acetobacter(100);
Otu206,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Paracoccus(100);
Otu209,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Aerococcaceae(100);Aerococcaceae_unclassified(100);
Otu213,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);SR1(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);SR1_unclassified(100);
Otu216,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Helcococcus(100);
Otu223,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Micrococcus(100);
Otu227,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);Sediminibacterium(100);
Otu256,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sneathiellales(100);Sneathiellaceae(100);Taonella(100);
Otu281,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Alcaligenaceae(100);Bordetella(100);
Otu324,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Tenericutes(100);Mollicutes(100);Anaeroplasmatales(100);Anaeroplasmataceae(100);Asteroleplasma(100);
Otu337,6.40E-05,0,6.40E-05,3.80E-05,0,3.80E-05,1,2.000006,1,NA
